vi,en
"Anh em ơi, xe lu bị rò điện, báo cáo giám sát!","Guys, the road roller has an electrical leakage, report to the supervisor!"
"Trời ơi, máy xúc số ba bị kẹt cứng rồi, báo cáo giám sát!","Oh my god, excavator number three is jammed, report to the supervisor!"
"Cảnh báo, máy trộn bê tông đang kêu to lắm, đổi máy khác!","Warning, the concrete mixer is making a loud noise, switch to another machine!"
"Trời ơi, máy đóng cọc bị nổ lốp, đổi máy khác!","Oh my god, the pile driver has a tire blowout, switch to another machine!"
"Ê bạn ơi, cẩu tháp bị kẹt cứng rồi, gọi thợ sửa đi!","Hey buddy, the tower crane is jammed, call the repairman!"
"Anh em ơi, máy đóng cọc bị nổ lốp, dừng máy ngay!","Guys, the pile driver has a tire blowout, stop the machine immediately!"
"Lưu ý, máy hàn đang kêu to lắm, cúp điện khẩn cấp!","Attention, the welding machine is making a loud noise, cut the power urgently!"
"Khẩn cấp, máy trộn bê tông bị kẹt cứng rồi, gọi đội bảo trì!","Urgent, the concrete mixer is jammed, call the maintenance team!"
"Khẩn cấp, máy trộn bê tông bị kẹt cứng rồi, báo cáo giám sát!","Urgent, the concrete mixer is jammed, report to the supervisor!"
"Lưu ý, máy rải nhựa bị tuột sên, gọi đội bảo trì!","Attention, the asphalt paver slipped its chain, call the maintenance team!"
"Lưu ý, xe ủi đang kêu to lắm, kiểm tra lẹ giùm mình!","Attention, the bulldozer is making a loud noise, please check it immediately!"
"Ê bạn ơi, máy trộn bê tông bị xì nhớt thủy lực, cúp điện khẩn cấp!","Hey buddy, the concrete mixer is leaking hydraulic fluid, cut the power urgently!"
"Trời ơi, máy đóng cọc bị xì nhớt thủy lực, gọi đội bảo trì!","Oh my god, the pile driver is leaking hydraulic fluid, call the maintenance team!"
"Nhanh lên, bơm chìm không khởi động được, tránh xa ra!","Hurry up, the submersible pump won't start, stay away!"
"Ê bạn ơi, xe ủi bị nổ lốp, chụp hình lại!","Hey buddy, the bulldozer has a tire blowout, take a picture!"
"Nhanh lên, xe ủi đang kêu to lắm, kiểm tra lẹ giùm mình!","Hurry up, the bulldozer is making a loud noise, please check it immediately!"
"Khẩn cấp, máy hàn bị tuột sên, báo cáo giám sát!","Urgent, the welding machine slipped its chain, report to the supervisor!"
"Trời ơi, xe cẩu hư motor rồi, tránh xa ra!","Oh my god, the crane truck has motor failure, stay away!"
"Cảnh báo, bơm chìm bị tuột sên, dừng máy ngay!","Warning, the submersible pump slipped its chain, stop the machine immediately!"
"Khẩn cấp, máy hàn bị kẹt cứng rồi, cúp điện khẩn cấp!","Urgent, the welding machine is jammed, cut the power urgently!"
"Trời ơi, máy xúc số ba đang kêu to lắm, đổi máy khác!","Oh my god, excavator number three is making a loud noise, switch to another machine!"
"Cảnh báo, máy hàn bị kẹt cứng rồi, đổi máy khác!","Warning, the welding machine is jammed, switch to another machine!"
"Nhanh lên, máy hàn đang kêu to lắm, chụp hình lại!","Hurry up, the welding machine is making a loud noise, take a picture!"
"Ê bạn ơi, máy rải nhựa bị xì nhớt thủy lực, cúp điện khẩn cấp!","Hey buddy, the asphalt paver is leaking hydraulic fluid, cut the power urgently!"
"Cảnh báo, xe ủi bị xì nhớt thủy lực, đổi máy khác!","Warning, the bulldozer is leaking hydraulic fluid, switch to another machine!"
"Khẩn cấp, xe cẩu bị tuột sên, đổi máy khác!","Urgent, the crane truck slipped its chain, switch to another machine!"
"Cảnh báo, máy hàn bị tuột sên, cúp điện khẩn cấp!","Warning, the welding machine slipped its chain, cut the power urgently!"
"Trời ơi, xe ủi bị kẹt cứng rồi, báo cáo giám sát!","Oh my god, the bulldozer is jammed, report to the supervisor!"
"Anh em ơi, xe lu bị xì nhớt thủy lực, báo cáo giám sát!","Guys, the road roller is leaking hydraulic fluid, report to the supervisor!"
"Cảnh báo, máy hàn đang kêu to lắm, gọi thợ sửa đi!","Warning, the welding machine is making a loud noise, call the repairman!"
"Ê bạn ơi, máy hàn không khởi động được, đổi máy khác!","Hey buddy, the welding machine won't start, switch to another machine!"
"Lưu ý, máy hàn vừa bốc khói, báo cáo giám sát!","Attention, the welding machine just emitted smoke, report to the supervisor!"
"Nhanh lên, máy đóng cọc bị rò điện, báo cáo giám sát!","Hurry up, the pile driver has an electrical leakage, report to the supervisor!"
"Anh em ơi, máy rải nhựa bị xì nhớt thủy lực, gọi thợ sửa đi!","Guys, the asphalt paver is leaking hydraulic fluid, call the repairman!"
"Ê bạn ơi, máy hàn hư motor rồi, tránh xa ra!","Hey buddy, the welding machine has motor failure, stay away!"
"Nhanh lên, xe cẩu bị nổ lốp, tránh xa ra!","Hurry up, the crane truck has a tire blowout, stay away!"
"Khẩn cấp, bơm chìm hư motor rồi, đổi máy khác!","Urgent, the submersible pump has motor failure, switch to another machine!"
"Lưu ý, bơm chìm không khởi động được, dừng máy ngay!","Attention, the submersible pump won't start, stop the machine immediately!"
"Anh em ơi, máy xúc số ba bị rò điện, cúp điện khẩn cấp!","Guys, excavator number three has an electrical leakage, cut the power urgently!"
"Khẩn cấp, xe cẩu bị xì nhớt thủy lực, đổi máy khác!","Urgent, the crane truck is leaking hydraulic fluid, switch to another machine!"
"Ê bạn ơi, máy rải nhựa hư motor rồi, cúp điện khẩn cấp!","Hey buddy, the asphalt paver has motor failure, cut the power urgently!"
"Anh em ơi, xe ủi bị tuột sên, dừng máy ngay!","Guys, the bulldozer slipped its chain, stop the machine immediately!"
"Cảnh báo, xe cẩu bị xì nhớt thủy lực, đổi máy khác!","Warning, the crane truck is leaking hydraulic fluid, switch to another machine!"
"Trời ơi, máy đóng cọc đang kêu to lắm, kiểm tra lẹ giùm mình!","Oh my god, the pile driver is making a loud noise, please check it immediately!"
"Anh em ơi, cẩu tháp vừa bốc khói, lập biên bản!","Guys, the tower crane just emitted smoke, make a report!"
"Cảnh báo, máy rải nhựa đang kêu to lắm, lập biên bản!","Warning, the asphalt paver is making a loud noise, make a report!"
"Ê bạn ơi, máy hàn không khởi động được, gọi đội bảo trì!","Hey buddy, the welding machine won't start, call the maintenance team!"
"Anh em ơi, máy xúc số ba bị xì nhớt thủy lực, dừng máy ngay!","Guys, excavator number three is leaking hydraulic fluid, stop the machine immediately!"
"Trời ơi, bơm chìm hư motor rồi, đổi máy khác!","Oh my god, the submersible pump has motor failure, switch to another machine!"
"Ê bạn ơi, xe lu bị rò điện, đổi máy khác!","Hey buddy, the road roller has an electrical leakage, switch to another machine!"
"Trời ơi, cẩu tháp vừa bốc khói, báo cáo giám sát!","Oh my god, the tower crane just emitted smoke, report to the supervisor!"
"Cảnh báo, máy rải nhựa bị rò điện, báo cáo giám sát!","Warning, the asphalt paver has an electrical leakage, report to the supervisor!"
"Cảnh báo, cẩu tháp vừa bốc khói, báo cáo giám sát!","Warning, the tower crane just emitted smoke, report to the supervisor!"
"Lưu ý, bơm chìm bị tuột sên, cúp điện khẩn cấp!","Attention, the submersible pump slipped its chain, cut the power urgently!"
"Khẩn cấp, cẩu tháp hư motor rồi, đổi máy khác!","Urgent, the tower crane has motor failure, switch to another machine!"
"Nhanh lên, xe ủi bị rò điện, dừng máy ngay!","Hurry up, the bulldozer has an electrical leakage, stop the machine immediately!"
"Trời ơi, cẩu tháp bị rò điện, gọi đội bảo trì!","Oh my god, the tower crane has an electrical leakage, call the maintenance team!"
"Khẩn cấp, máy đóng cọc hư motor rồi, chụp hình lại!","Urgent, the pile driver has motor failure, take a picture!"
"Cảnh báo, máy hàn bị xì nhớt thủy lực, lập biên bản!","Warning, the welding machine is leaking hydraulic fluid, make a report!"
"Trời ơi, xe ủi bị rò điện, gọi đội bảo trì!","Oh my god, the bulldozer has an electrical leakage, call the maintenance team!"
"Nhanh lên, máy hàn bị kẹt cứng rồi, lập biên bản!","Hurry up, the welding machine is jammed, make a report!"
"Cảnh báo, máy trộn bê tông bị tuột sên, cúp điện khẩn cấp!","Warning, the concrete mixer slipped its chain, cut the power urgently!"
"Lưu ý, xe ủi bị kẹt cứng rồi, dừng máy ngay!","Attention, the bulldozer is jammed, stop the machine immediately!"
"Anh em ơi, xe ủi đang kêu to lắm, chụp hình lại!","Guys, the bulldozer is making a loud noise, take a picture!"
"Khẩn cấp, xe cẩu vừa bốc khói, chụp hình lại!","Urgent, the crane truck just emitted smoke, take a picture!"
"Anh em ơi, máy xúc số ba bị rò điện, báo cáo giám sát!","Guys, excavator number three has an electrical leakage, report to the supervisor!"
"Anh em ơi, bơm chìm bị tuột sên, cúp điện khẩn cấp!","Guys, the submersible pump slipped its chain, cut the power urgently!"
"Cảnh báo, xe cẩu vừa bốc khói, gọi đội bảo trì!","Warning, the crane truck just emitted smoke, call the maintenance team!"
"Trời ơi, bơm chìm vừa bốc khói, cúp điện khẩn cấp!","Oh my god, the submersible pump just emitted smoke, cut the power urgently!"
"Ê bạn ơi, xe ủi vừa bốc khói, lập biên bản!","Hey buddy, the bulldozer just emitted smoke, make a report!"
"Trời ơi, máy đóng cọc đang kêu to lắm, cúp điện khẩn cấp!","Oh my god, the pile driver is making a loud noise, cut the power urgently!"
"Lưu ý, cẩu tháp bị rò điện, cúp điện khẩn cấp!","Attention, the tower crane has an electrical leakage, cut the power urgently!"
"Ê bạn ơi, máy hàn bị kẹt cứng rồi, gọi đội bảo trì!","Hey buddy, the welding machine is jammed, call the maintenance team!"
"Trời ơi, xe ủi bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Oh my god, the bulldozer is leaking hydraulic fluid, please check it immediately!"
"Lưu ý, cẩu tháp bị xì nhớt thủy lực, tránh xa ra!","Attention, the tower crane is leaking hydraulic fluid, stay away!"
"Lưu ý, xe cẩu hư motor rồi, cúp điện khẩn cấp!","Attention, the crane truck has motor failure, cut the power urgently!"
"Cảnh báo, xe lu không khởi động được, đổi máy khác!","Warning, the road roller won't start, switch to another machine!"
"Khẩn cấp, xe cẩu bị rò điện, gọi thợ sửa đi!","Urgent, the crane truck has an electrical leakage, call the repairman!"
"Ê bạn ơi, xe cẩu đang kêu to lắm, gọi đội bảo trì!","Hey buddy, the crane truck is making a loud noise, call the maintenance team!"
"Trời ơi, máy hàn vừa bốc khói, kiểm tra lẹ giùm mình!","Oh my god, the welding machine just emitted smoke, please check it immediately!"
"Nhanh lên, cẩu tháp vừa bốc khói, tránh xa ra!","Hurry up, the tower crane just emitted smoke, stay away!"
"Lưu ý, xe lu bị kẹt cứng rồi, báo cáo giám sát!","Attention, the road roller is jammed, report to the supervisor!"
"Khẩn cấp, máy xúc số ba bị xì nhớt thủy lực, tránh xa ra!","Urgent, excavator number three is leaking hydraulic fluid, stay away!"
"Anh em ơi, máy rải nhựa bị xì nhớt thủy lực, lập biên bản!","Guys, the asphalt paver is leaking hydraulic fluid, make a report!"
"Trời ơi, máy xúc số ba hư motor rồi, kiểm tra lẹ giùm mình!","Oh my god, excavator number three has motor failure, please check it immediately!"
"Khẩn cấp, máy xúc số ba đang kêu to lắm, cúp điện khẩn cấp!","Urgent, excavator number three is making a loud noise, cut the power urgently!"
"Lưu ý, cẩu tháp vừa bốc khói, báo cáo giám sát!","Attention, the tower crane just emitted smoke, report to the supervisor!"
"Anh em ơi, máy trộn bê tông đang kêu to lắm, dừng máy ngay!","Guys, the concrete mixer is making a loud noise, stop the machine immediately!"
"Nhanh lên, xe ủi bị xì nhớt thủy lực, lập biên bản!","Hurry up, the bulldozer is leaking hydraulic fluid, make a report!"
"Lưu ý, xe cẩu bị nổ lốp, báo cáo giám sát!","Attention, the crane truck has a tire blowout, report to the supervisor!"
"Nhanh lên, máy xúc số ba vừa bốc khói, kiểm tra lẹ giùm mình!","Hurry up, excavator number three just emitted smoke, please check it immediately!"
"Nhanh lên, cẩu tháp đang kêu to lắm, báo cáo giám sát!","Hurry up, the tower crane is making a loud noise, report to the supervisor!"
"Lưu ý, máy trộn bê tông hư motor rồi, gọi đội bảo trì!","Attention, the concrete mixer has motor failure, call the maintenance team!"
